"id","fullpath"
225492,"р-н Высокогорский с Усады ул Северная"
249899,"р-н Черемшанский п Нагай ул Екатерины Шавриной"
228825,"р-н Зеленодольский пгт Нижние Вязовые ул Шоссейная"
240018,"р-н Пестречинский п Карповка тер. ДПК Мёшинские усадьбы ул Полевая"
220432,"р-н Балтасинский пгт Балтаси ул Высотная"
1841468,"р-н Лаишевский д Каипы ул Тепличная"
206242,"г Казань ул Утренняя (Новая Сосновка)"
231360,"р-н Заинский с Тюгеевка ул Центральная"
1806756,""
223532,"р-н Высокогорский с Шигали ул Зеленая"
241759,"р-н Сабинский д Два поля Арташ пер Галимзяна"
237657,"р-н Мензелинский г Мензелинск ул врача Даминовой"
227561,"р-н Елабужский г Елабуга ул Нурлы урам"
221517,"р-н Балтасинский д Улисьял ул Новая"
1887512,"р-н Елабужский г Елабуга ул Алмагач"
212057,"р-н Аксубаевский с Новое Узеево ул Школьная"
214310,"р-н Алькеевский с Аппаково пер Речной"
229005,"р-н Кайбицкий с Янсуринское ул Солнечная"
233367,"р-н Кукморский г. Кукмор пер Г.Тукая"
229995,"р-н Зеленодольский с Кугеево ул Набережная"
207924,"г Казань ул 40 лет Победы"
227189,"р-н Елабужский г Елабуга тер ГТ Спутник ул Южная"
243317,"р-н Рыбно-Слободский с Масловка ул Пролетарская"
235412,"р-н Лаишевский г Лаишево ул Гагарина"
231715,"р-н Лаишевский с Сокуры ул Уютная"
239129,"р-н Нижнекамский с Шереметьевка ул Заводская"
217958,"р-н Арский г Арск ул Г.Камала"
239583,"р-н Рыбно-Слободский д Полянка ул Мелиоративная"
226757,"р-н Высокогорский п Урманче ул Лагерная"
222511,"р-н Высокогорский д Чернышевка ул Луговая"
249339,"р-н Черемшанский с Черемшан ул Строителей"
247448,"р-н Черемшанский с Черемшан ул Северная"
207136,"г Казань ул Правды (Отары)"
208647,"г Набережные Челны ул Кольцевая"
232736,"р-н Лениногорский г Лениногорск ул Булгакова"
239984,"р-н Нурлатский г Нурлат ул И.Сафиуллина"
225490,"р-н Елабужский г Елабуга ш Ижевское"
228143,"р-н Елабужский г Елабуга пер Разведчиков"
213309,"р-н Алексеевский пгт Алексеевское ул Ленина"
245177,"р-н Тукаевский д Азьмушкино ул Шифалы"
247018,"р-н Тукаевский с Бетьки ул Пушкина"
209094,"г Казань ул Односторонняя Местная"
247642,"р-н Тукаевский д Кулушево ул Малая"
244457,"р-н Тукаевский тер. СНТ Черемушки ул 15-я"
244390,"р-н Тукаевский тер. СНТ Черемушки ул 17-я"
246065,"р-н Тукаевский тер Национальный парк Нижняя Кама тер Б/о Лукоморье"
238190,"р-н Пестречинский п Первое Мая ул Веселая"
241939,"р-н Рыбно-Слободский с Сорочьи Горы ул Прикамская"
240020,"р-н Рыбно-Слободский д Наумово ул Наумово"
227874,"р-н Высокогорский с Шигали ул Заметная"
234884,"р-н Мамадышский п Сокольского Лесничества ул Луговая"
225033,"р-н Высокогорский с Каймары ул М.Н.Скрементова"
235561,"р-н Мамадышский с Новый Кумазан ул Габдуллы Тукая"
233861,"р-н Мамадышский с Верхняя Сунь ул М.Горького"
236783,"р-н Мамадышский д Уткино ул Новая"
231609,"р-н Кайбицкий п Александровка ул Лесная"
208837,"г Казань ул Акчарлак"
230625,"р-н Кайбицкий с Малое Подберезье ул Большая Красная"
226366,"р-н Высокогорский с Шапши ул Агрономическая"
231054,"р-н Кукморский с Вахитово ул Набережная"
221367,"р-н Буинский д Ахмаметьево ул Молодежная"
224546,"р-н Буинский д Малая Буинка ул Набережная"
213335,"р-н Актанышский д Масады ул Новая"
211737,"р-н Аксубаевский д Нижняя Баланда ул Зеленая"
213526,"р-н Азнакаевский д Ирекле ул Подгорная"
206744,"г Казань ул Молодежная (Самосырово)"
229745,"р-н Зеленодольский г Зеленодольск ул Красная"
241262,"р-н Пестречинский с Гильдеево ул Придорожная"
242666,"р-н Тетюшский г Тетюши ул Комсомольская"
238228,"р-н Пестречинский д Куюки ул Тукая"
218634,"р-н Альметьевский г Альметьевск ул Межевая"
232908,"р-н Кукморский с Каенсар ул Х.Такташ"
238838,"р-н Мензелинский с Нижние Юшады ул Гагарина"
232905,"р-н Камско-Устьинский пгт Куйбышевский Затон ул Куйбышева"
228996,"р-н Зеленодольский пгт Васильево ул Волостнова"
239281,"р-н Новошешминский с Урганча ул Новая"
212646,"р-н Аксубаевский с Старые Савруши ул Речная"
209261,"г Казань ул Ак чэчэклэр"
240652,"р-н Сабинский д Елышево ул Ленина"
215282,"р-н Альметьевский г Альметьевск ул Кольцевая"
224530,"р-н Буинский с Рунга ул Западная"
208789,"г Казань пр-д Юнуса Ахметзянова"
235604,"р-н Лаишевский с Березовка ул Озерная"
239759,"р-н Пестречинский с Пестрецы ул Вишневая"
225497,"р-н Елабужский с Танайка ул Залесная"
225291,"р-н Елабужский г Елабуга тер. СТ Сизовец ул 10-я"
233468,"р-н Лаишевский д Травкино ул Вишневая"
215888,"р-н Алексеевский пгт Алексеевское ул Новая"
217570,"р-н Альметьевский г Альметьевск мкр. Урсала ул Наили Закировой"
219664,"р-н Атнинский с Нижняя Береске ул Зеленая"
219162,"р-н Бугульминский г Бугульма ул Афзала Тагирова"
1954259,"р-н Тукаевский с Бетьки пер Больничный"
230515,"р-н Кайбицкий с Арасланово ул Советская"
242993,"р-н Сабинский п ж/д разъезда Иштуган ул Озерная"
232057,"р-н Лаишевский с Малая Елга ул Молодежная"
233697,"р-н Кукморский д Аш-Бузи ул Полевая"
216132,"р-н Альметьевский с Елхово ул Мира"
236995,"р-н Мензелинский г Мензелинск ул Красноармейская"
209297,"р-н Агрызский с Бима ул Нагорная"
239952,"р-н Пестречинский с Кощаково ул Тополиная"
232242,"р-н Лаишевский д Зимняя Горка ул Светлая"
207012,"г Казань ул Сары Садыковой"
225026,"р-н Высокогорский д Макаровка ул Сосновая"
229120,"р-н Зеленодольский с Бакрче ул Малая"
230540,"р-н Зеленодольский с Косяково ул Озерная"
244737,"р-н Рыбно-Слободский пгт Рыбная Слобода ул Банковская"
219266,"р-н Апастовский п Свияжский ул Южная"
237200,"р-н Мамадышский с Ишкеево ул Пионерская"
228694,"р-н Зеленодольский г Зеленодольск ул Безымянная"
238264,"р-н Новошешминский п совхоза ""Красный Октябрь"" ул Молодежная"
231682,"р-н Лаишевский с Сокуры ул Яблоневая"
217372,"р-н Альметьевский д Ак-Чишма ул Центральная"
241894,"р-н Сабинский с Большой Шинар ул А.Алиша"
218931,"р-н Апастовский с Тявгельдино ул Х.Такташа"
239474,"р-н Рыбно-Слободский д Челны-Баш ул М.Горького"
238317,"р-н Пестречинский д Шихазда ул Нагорная"
244772,"р-н Тукаевский тер. СНТ Ромашка ул Широкая"
233618,"р-н Лаишевский д Матюшино тер дск Удача"
231653,"р-н Лаишевский д Макаровка ул Советская"
234127,"р-н Лаишевский с Кирби ул Овражная"
231409,"р-н Лаишевский с Габишево ул Октябрьская"
251145,"р-н Чистопольский д Каратаевка ул Полевая"
1861644,"р-н Лаишевский с Песчаные Ковали ул Фабричная"
212397,"г Казань ул Монтажная"
1860617,"р-н Лаишевский с Большие Кабаны ул Чкалова"
246291,"р-н Тукаевский с Биклянь ул Спортивная"
215046,"р-н Альметьевский г Альметьевск мкр. Урсала ул Степная"
232503,"р-н Лениногорский г Лениногорск пер Станционный"
239808,"р-н Нурлатский г Нурлат ул Адлера Газизуллина"
213443,"р-н Алькеевский д Татарское Муллино ул Клубная"
245666,"р-н Тукаевский п Новый ул Гигант"
226344,"р-н Высокогорский с Дубъязы ул Овражная"
236532,"р-н Мамадышский д Кук-Чишма тер Татарстан КП"
223841,"р-н Высокогорский тер. ТСН Радово ал. Тихая"
227879,"р-н Зеленодольский д Ивановское ул Речная"
1921616,"р-н Тукаевский с Калмаш пер Садовый"
219573,"р-н Бугульминский г Бугульма ул Габбаса Залакова"
229219,"р-н Камско-Устьинский д Бибеево ул Тайчала"
218499,"р-н Балтасинский д Дурга ул Зеленая"
233082,"р-н Лаишевский д Вороновка ул Березовая"
226713,"р-н Верхнеуслонский с Русское Макулово ул Дружбы"
227444,"р-н Высокогорский с Инся ул Малиновая"
240489,"р-н Рыбно-Слободский с Околоток-Янгасала ул М.Джалиля"
227608,"р-н Елабужский г Елабуга тер. СТ Сизовец ул 22-я"
210860,"р-н Агрызский д Каменный Ключ ул Нагорная"
210507,"г Казань ул Каспийская"
211529,"р-н Аксубаевский с Татарское Сунчелеево ул Пушкина"
208539,"г Казань ул Солнечная (Лесной городок)"
227822,"р-н Елабужский с Танайка ул Восточная"
227002,"р-н Елабужский д Казыли ул Центральная"
237861,"р-н Нижнекамский д Клятле ул Новая"
244418,"р-н Тукаевский тер. СНТ Простоквашино 2 ул Октябрьская"
218109,"р-н Бавлинский г Бавлы ул Крайняя"
215397,"р-н Альметьевский с Абдрахманово ул А.Тагирова"
1828539,"р-н Тукаевский с Ильбухтино ул Яхина"
246652,"р-н Тукаевский тер. СНО Прибрежный ул Юбилейная"
235288,"р-н Лаишевский п Русские Саралы ул Прибрежная"
219831,"р-н Балтасинский с Княбаш ул Центральная"
238140,"р-н Нижнекамский п Трудовой ул Мирная"
224855,"р-н Елабужский г Елабуга ул Дачная"
244485,"р-н Спасский с Ямбухтино ул Куйбышева"
244345,"р-н Тукаевский с Тлянче-Тамак ул Школьная"
1908615,"р-н Лаишевский с Малые Кабаны ул Габдуллы Тукая"
225504,"р-н Верхнеуслонский с Верхний Услон ул Пионерская"
235351,"р-н Лаишевский п Русские Саралы ул Светлая"
213778,"г Казань ул Центрально-Торфяная"
231723,"р-н Кайбицкий с Берлибаш ул Солнечная"
231782,"р-н Зеленодольский с Большие Ключи ул Клубная"
224625,"р-н Высокогорский д Чернышевка ул Казанская"
231281,"р-н Камско-Устьинский пгт Камское Устье ул Чишмяле"
251109,"р-н Черемшанский д Сосновка ул Куйбышева"
248226,"р-н Чистопольский г Чистополь ул Загородная"
250561,"р-н Чистопольский г Чистополь ул Гагарина"
229368,"р-н Елабужский г Елабуга ул Бондюжская"
218241,"р-н Бавлинский с Кзыл-Яр ул Тагира Шакирова"
243004,"р-н Сармановский с Сарманово ул Сююмбике"
234921,"р-н Мамадышский с Зюри ул Заречная"
224313,"р-н Буинский г Буинск ул Молодежная"
212570,"г Казань ул Магистральная"
242744,"р-н Спасский г Болгар ул Пионерская"
227591,"р-н Высокогорский д Малый Битаман ул Школьная"
245388,"р-н Тукаевский тер. СНТ Боровинка ул Двадцать шестая"
225988,"р-н Дрожжановский с Городище ул Ключевая"
1878087,"р-н Елабужский г Елабуга ул Гайнуллина"
241926,"р-н Сабинский с Шемордан ул Новый Путь"
229149,"р-н Заинский г Заинск ул Рухият"
216554,"р-н Апастовский с Старое Бурнашево"
52047261,"р-н Лаишевский д Кзыл-Иль ул. Трудовая"
52004258,"р-н Кайбицкий с Старое Тябердино ул Алмаза Батанова"
52004291,"р-н Алькеевский с Сиктерме"
1896791,"г Казань ул Душистая"
237856,"р-н Нижнекамский г Нижнекамск д Ильинка тер. СТ Чайка"
231509,"р-н Зеленодольский тер. СНТ Росинка"
237237,"р-н Новошешминский с Ленино"
1939329,"р-н Пестречинский с Ленино-Кокушкино тер. СНТ Запрудный ал. Крымская"
1857656,"р-н Высокогорский д Яшь Кеч пер Анны Ахматовой"
246230,"р-н Тукаевский тер. СНТ Бумажник ул 20-я"
235932,"р-н Мамадышский рп Нурминское Лесничество ул Восточная"
210449,"г Казань ул Живописная (Салмачи)"
244121,"р-н Тукаевский тер. СНТ Черемушки ул 27-я"
243993,"р-н Тукаевский тер. ПОСТ Зеленые горки ул 30-я"
206195,"г Набережные Челны тер ГК Профсоюзный"
222038,"г Казань тер. СНТ Овражек"
226667,"р-н Заинский кв-л 180402"
52014902,"р-н Зеленодольский п Светлое Озеро ул. Тарская"
1956894,"г Казань ул 7-я Рождественская"
232072,"р-н Лаишевский тер ст ЦПКБ завод Теплоконтроль Чистое озеро"
211434,"р-н Агрызский г Агрыз ул Нариманова"
216636,"р-н Арский г Арск ул Г.Исхаки"
52047604,"р-н Лаишевский с Бима ул. Фёдора Шаляпина"
1807060,""
205057,"г Набережные Челны кольцо Орловское"
1806206,""
207767,"г Набережные Челны пр-кт Набережночелнинский"
208963,"г Казань тер. СНТ Нокса"
210905,"р-н Аксубаевский д Уткино"
212832,"р-н Аксубаевский д Ахматка ул Овражная"
213628,"р-н Альметьевский г Альметьевск ул Гончарова"
214831,"р-н Алькеевский с Новый Баллыкуль"
212946,"р-н Алькеевский с Демидовка ул Май Каракуль"
217687,"р-н Арский д Кзыл-Игенче"
216799,"р-н Альметьевский г Альметьевск ул Мостовая"
217365,"р-н Альметьевский г Альметьевск ул Попова"
217520,"р-н Альметьевский с Ямаши ул Заречная"
217210,"р-н Альметьевский с Бута ул Большая Курмышка"
217569,"р-н Альметьевский г Альметьевск мкр. Урсала ул Николая Драцкого"
218104,"р-н Альметьевский г Альметьевск ул Березовая"
218986,"р-н Апастовский п ж/д станции Каратун ул Полевая"
220603,"р-н Бугульминский п Подлесный ул Рябиновая"
221279,"р-н Бугульминский п Победа ул Пионерская"
224734,"р-н Буинский г Буинск ул Советская"
228126,"р-н Дрожжановский д Новые Шигали ул Пушкина"
227885,"р-н Кайбицкий д Имянле-Буртас"
231293,"р-н Зеленодольский с Нижние Ураспуги"
232388,"р-н Лениногорский г Лениногорск тер. ГК Радуга"
232047,"р-н Кукморский г. Кукмор ул Нариманова"
232884,"р-н Мамадышский с Васильево"
231908,"р-н Лаишевский д Старая Пристань ул Лагерная"
234343,"р-н Менделеевский с Бизяки ул Набережная"
234620,"р-н Лаишевский д Вороновка ул Светлая"
234832,"р-н Лаишевский с Бима ул Березовая"
236397,"р-н Мензелинский д Гришкино"
236927,"р-н Менделеевский г Менделеевск ул Гагарина"
238400,"р-н Нижнекамский г Нижнекамск тер. ГСК N 1"
239374,"р-н Нурлатский с Биляр-Озеро ул Южная"
240165,"р-н Нижнекамский тер. СТ Здоровье"
239972,"р-н Нижнекамский п Красный Ключ тер. ГСК Красный Ключ"
243308,"р-н Тукаевский с Ильбухтино ул Энергетиков"
242853,"р-н Тукаевский тер. СНТ Сосновый Бор-1"
244007,"р-н Тукаевский д Азьмушкино ул Гостеприимная"
246932,"р-н Тукаевский с Нижний Суык-Су п/р БСИ ул Старосармановская"
246766,"р-н Тукаевский с Верхний Суык-Су ул Челнинская"
52072735,"р-н Елабужский п Луговой ул. Сказочная"
217226,"р-н Альметьевский кв-л 100002"
1887280,"р-н Бугульминский тер. Нефтеперекачивающая станция -3 Карабаш"
235051,"р-н Лаишевский д Пиголи ул Закрьевская"
1857693,"р-н Высокогорский д Яшь Кеч ул Ясная"
1840679,"р-н Чистопольский с Кубассы тер. Паевые земли"
1840653,"р-н Чистопольский тер Паевые земли"
1806758,""
52048423,"г Набережные Челны тер ПГО СОЛНЕЧНЫЙ"
1841277,"р-н Чистопольский д Татарский Сарсаз тер. Сельскохозяйственная деятельность"
219687,"р-н Бугульминский п Победа ул Пушкина"
237278,"р-н Муслюмовский д Тогашево"
235555,"р-н Муслюмовский д Татарский Шуран"
1806553,""
240409,"р-н Новошешминский с Новошешминск ул Солнечная"
1828536,"р-н Тукаевский с Ильбухтино ул Раскольникова"
1845357,"р-н Мамадышский с Соколка ул Родниковая"
215936,"р-н Альметьевский с Русский Акташ ул Ленина"
217094,"р-н Альметьевский с Русский Акташ ул Строителей"
1861648,"р-н Лаишевский с Песчаные Ковали ул Спортивная"
245970,"р-н Тукаевский тер. ДНП УК Усадьба ул Царская"
1846938,"р-н Зеленодольский тер. СНТ Дружба"
211406,"р-н Агрызский с Нижнее Кучуково ул Калинина"
212492,"р-н Алексеевский пгт Алексеевское ул Г.Боровикова"
214401,"р-н Алексеевский пгт Алексеевское ул Гайдара"
214945,"р-н Актанышский п Совхоза имени Кирова ул 8 Марта"
211201,"р-н Азнакаевский с Тойкино ул Гагарина"
211534,"р-н Азнакаевский г Азнакаево тер ГО Багаутдинова N30"
211758,"р-н Азнакаевский с Камышлы"
212588,"р-н Азнакаевский кв-л 590102"
212669,"р-н Азнакаевский кв-л 030205"
213734,"р-н Азнакаевский д Мяндей ул Новая"
214161,"р-н Азнакаевский п Первое Мая ул Средняя"
214620,"р-н Азнакаевский с Сапеево ул 1 Мая"
214813,"р-н Азнакаевский тер Паевые земли"
218404,"р-н Бавлинский кв-л 100406"
219420,"р-н Бугульминский г Бугульма ул Паровозная"
219463,"р-н Бугульминский г Бугульма пер Александра Матросова"
219596,"р-н Бугульминский месторожд. Бавлинское нефтяное"
220217,"р-н Бавлинский тер Паевые земли"
221239,"р-н Бавлинский с Новые Чути ул Тукая"
221261,"р-н Бавлинский г Бавлы ул Северная"
221484,"р-н Бугульминский д Старая Казанка ул Полевая"
221563,"р-н Бугульминский д Сула"
